id	event_name	main_title	created_at	last_updated_at	closed_at	status	source_count	importance_score	publish_status	failure_reason	failure_details	attempt_count	first_attempt_at	last_attempt_at	recovered	attempts_before_success	attempt_history
24108	Senate Democrat Fires Back After Vp Vance	Senate Democrat fires back after VP Vance makes Forrest Gump comparison	2026-01-29 11:17:01.642106+00	2026-01-29 11:25:20.605873+00		active	1	750	published			1	2026-01-29 11:24:58.773871+00	2026-01-29 11:25:20.302815+00	FALSE		[{"at": "2026-01-29T11:24:58.773871", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:25:20.302815", "reason": null, "status": "published", "attempt": 1}]
24107	‘Tr*Nsgender Antifa’ Extremist Charged With Attempted Murder	‘Tr*nsgender Antifa’ extremist charged with attempted murder after skating on death threat, Rep. Mace says	2026-01-29 11:17:00.034311+00	2026-01-29 11:24:56.489565+00		active	1	750	published			1	2026-01-29 11:24:21.297137+00	2026-01-29 11:24:56.18808+00	FALSE		[{"at": "2026-01-29T11:24:21.297137", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:24:56.188080", "reason": null, "status": "published", "attempt": 1}]
24106	Republicans Virtually Shut Out Of Dem-Dominated Talk	Republicans virtually shut out of Dem-dominated talk shows as FCC aims to reform network bias	2026-01-29 11:16:58.050242+00	2026-01-29 11:24:21.153455+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 11:24:05.39935+00	2026-01-29 11:24:20.794055+00	FALSE		[{"at": "2026-01-29T11:24:05.399350", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:24:20.794055", "reason": "no_image", "status": "failed", "attempt": 1}]
24105	Former Rick Scott Staffer Jumps Into Crowded	Former Rick Scott staffer jumps into crowded Florida primary for open House seat	2026-01-29 11:16:56.434029+00	2026-01-29 11:24:02.921379+00		active	1	750	published			1	2026-01-29 11:23:08.765944+00	2026-01-29 11:24:02.575156+00	FALSE		[{"at": "2026-01-29T11:23:08.765944", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:24:02.575156", "reason": null, "status": "published", "attempt": 1}]
24104	Syphilis-Linked Bacteria Circulated In The Americas Thousands	Syphilis-linked bacteria circulated in the Americas thousands of years before Columbus: study	2026-01-29 11:16:54.657714+00	2026-01-29 11:23:08.684339+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 11:22:54.494754+00	2026-01-29 11:23:08.363367+00	FALSE		[{"at": "2026-01-29T11:22:54.494754", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:23:08.363367", "reason": "no_image", "status": "failed", "attempt": 1}]
24103	Medical Watchdog Unloads On Vcu After Nurse	Medical watchdog unloads on VCU after nurse fired for viral anti-ICE TikTok video suggested drugging agents	2026-01-29 11:16:52.889861+00	2026-01-29 11:22:54.400197+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 11:22:41.738354+00	2026-01-29 11:22:54.09166+00	FALSE		[{"at": "2026-01-29T11:22:41.738354", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:22:54.091660", "reason": "no_image", "status": "failed", "attempt": 1}]
24102	Families Adopting Internationally Face More Hurdles With	Families adopting internationally face more hurdles with Trump's latest travel bans	2026-01-29 11:16:49.94897+00	2026-01-29 11:22:41.628276+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 11:22:33.417464+00	2026-01-29 11:22:41.30877+00	FALSE		[{"at": "2026-01-29T11:22:33.417464", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:22:41.308770", "reason": "no_content", "status": "failed", "attempt": 1}]
24101	James Webb Space Telescope Reveals New Origin	James Webb Space Telescope reveals new origin story for the universe's 1st supermassive black holes	2026-01-29 11:16:48.191699+00	2026-01-29 11:22:31.14644+00		active	1	750	published			1	2026-01-29 11:22:07.936105+00	2026-01-29 11:22:30.815797+00	FALSE		[{"at": "2026-01-29T11:22:07.936105", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:22:30.815797", "reason": null, "status": "published", "attempt": 1}]
24100	Here’S What Would Stay Open During A	Here’s what would stay open during a partial government shutdown	2026-01-29 11:16:46.36862+00	2026-01-29 11:22:03.314415+00		active	1	750	published			1	2026-01-29 11:21:24.880009+00	2026-01-29 11:22:02.984433+00	FALSE		[{"at": "2026-01-29T11:21:24.880009", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:22:02.984433", "reason": null, "status": "published", "attempt": 1}]
24099	Ai Tool Reveals Hundreds Of 'Anomalies' In	AI tool reveals hundreds of 'anomalies' in Hubble telescope archives — and some defy classification	2026-01-29 11:16:44.625853+00	2026-01-29 11:21:20.447122+00		active	1	750	published			1	2026-01-29 11:21:00.215063+00	2026-01-29 11:21:19.876607+00	FALSE		[{"at": "2026-01-29T11:21:00.215063", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:21:19.876607", "reason": null, "status": "published", "attempt": 1}]
24098	Elon Musk Says Ai Will Make Saving	Elon Musk says AI will make saving for retirement 'irrelevant.' Anthropic's CEO says building that future won't be easy.	2026-01-29 11:16:42.868618+00	2026-01-29 11:20:55.747857+00		active	1	750	published			1	2026-01-29 11:20:11.506399+00	2026-01-29 11:20:55.415345+00	FALSE		[{"at": "2026-01-29T11:20:11.506399", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:20:55.415345", "reason": null, "status": "published", "attempt": 1}]
24097	Inside A Ukrainian Drone Operator'S Battle Kit,	Inside a Ukrainian drone operator's battle kit, from anti-drone net guns to 'tactical Crocs'	2026-01-29 11:16:41.180269+00	2026-01-29 11:20:06.29128+00		active	1	750	published			1	2026-01-29 11:19:33.205886+00	2026-01-29 11:20:05.91766+00	FALSE		[{"at": "2026-01-29T11:19:33.205886", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:20:05.917660", "reason": null, "status": "published", "attempt": 1}]
24096	This Chinese Startup Wants To Build A	This Chinese Startup Wants to Build a New Brain-Computer Interface—No Implant Required	2026-01-29 11:16:39.500933+00	2026-01-29 11:19:33.106055+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 11:19:28.095849+00	2026-01-29 11:19:32.784356+00	FALSE		[{"at": "2026-01-29T11:19:28.095849", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:19:32.784356", "reason": "no_content", "status": "failed", "attempt": 1}]
24095	Apple Slammed After Internal Memo About Minneapolis	Apple slammed after internal memo about Minneapolis ICE killing leaks online	2026-01-29 11:16:37.148459+00	2026-01-29 11:19:28.009441+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 11:19:14.686847+00	2026-01-29 11:19:27.720975+00	FALSE		[{"at": "2026-01-29T11:19:14.686847", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:19:27.720975", "reason": "no_content", "status": "failed", "attempt": 1}]
24094	With Ai In The Driving Seat, China	With AI in the driving seat, China moves to rein in job displacement risks	2026-01-29 11:16:35.438952+00	2026-01-29 11:19:10.089982+00		active	1	750	published			1	2026-01-29 11:18:48.922908+00	2026-01-29 11:19:09.794672+00	FALSE		[{"at": "2026-01-29T11:18:48.922908", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:19:09.794672", "reason": null, "status": "published", "attempt": 1}]
24093	A Once-Unthinkable C-Suite Appointment Solidifies Walmart’S New	A once-unthinkable C-suite appointment solidifies Walmart’s new identity as a tech company	2026-01-29 11:16:33.78703+00	2026-01-29 11:18:48.821529+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 11:18:33.862298+00	2026-01-29 11:18:48.491483+00	FALSE		[{"at": "2026-01-29T11:18:33.862298", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:18:48.491483", "reason": "no_image", "status": "failed", "attempt": 1}]
24092	Baby Biscuits Recall—&#039;Should Not Feed&#039; To Child	Baby Biscuits Recall—&#039;Should Not Feed&#039; to Child	2026-01-29 11:16:32.083558+00	2026-01-29 11:18:33.763512+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 11:18:19.432239+00	2026-01-29 11:18:33.210848+00	FALSE		[{"at": "2026-01-29T11:18:19.432239", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:18:33.210848", "reason": "no_image", "status": "failed", "attempt": 1}]
24091	Latest News Bulletin | January 29Th, 2026	Latest news bulletin | January 29th, 2026 – Midday	2026-01-29 11:16:30.27238+00	2026-01-29 11:18:19.345127+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 11:17:59.778521+00	2026-01-29 11:18:19.037783+00	FALSE		[{"at": "2026-01-29T11:17:59.778521", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:18:19.037783", "reason": "no_image", "status": "failed", "attempt": 1}]
24090	Turkey Says Greece Must Coordinate Research Activities	Turkey says Greece must coordinate research activities in contested Aegean waters	2026-01-29 11:16:27.728579+00	2026-01-29 11:17:59.693286+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 11:17:47.7353+00	2026-01-29 11:17:59.373381+00	FALSE		[{"at": "2026-01-29T11:17:47.735300", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:17:59.373381", "reason": "no_image", "status": "failed", "attempt": 1}]
24089	Champions League Round Of 16 Completed After	Champions League round of 16 completed after 18-game night	2026-01-29 11:16:24.587857+00	2026-01-29 11:17:45.659347+00		active	1	750	published			1	2026-01-29 11:17:14.214195+00	2026-01-29 11:17:45.270016+00	FALSE		[{"at": "2026-01-29T11:17:14.214195", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:17:45.270016", "reason": null, "status": "published", "attempt": 1}]
24088	Indonesian Couple Caned For Sex Outside Marriage	Indonesian couple caned for sex outside marriage and drinking alcohol	2026-01-29 11:05:28.030038+00	2026-01-29 11:10:29.249733+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 11:10:26.136129+00	2026-01-29 11:10:28.941093+00	FALSE		[{"at": "2026-01-29T11:10:26.136129", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:10:28.941093", "reason": "no_content", "status": "failed", "attempt": 1}]
24087	'One Of The Most Severe' Sharia Law	'One of the most severe' Sharia law canings carried out in Islamic Indonesian region sees woman collapse after she is lashed 140 times for having sex outside marriage	2026-01-29 11:05:26.329357+00	2026-01-29 11:10:26.047786+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 11:10:14.976283+00	2026-01-29 11:10:25.750158+00	FALSE		[{"at": "2026-01-29T11:10:14.976283", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:10:25.750158", "reason": "no_content", "status": "failed", "attempt": 1}]
24086	Russia Urges Us-Iran Talks, Warns Against Use	Russia urges US-Iran talks, warns against use of force	2026-01-29 11:05:22.366356+00	2026-01-29 11:09:45.866824+00		active	1	750	published			1	2026-01-29 11:08:45.290315+00	2026-01-29 11:09:45.530658+00	FALSE		[{"at": "2026-01-29T11:08:45.290315", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:09:45.530658", "reason": null, "status": "published", "attempt": 1}]
24085	Ivory Coast'S Cocoa Growers Face Crisis Amid	Ivory Coast's cocoa growers face crisis amid drop in global prices	2026-01-29 11:05:20.783803+00	2026-01-29 11:08:45.205421+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 11:08:30.508757+00	2026-01-29 11:08:44.883249+00	FALSE		[{"at": "2026-01-29T11:08:30.508757", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:08:44.883249", "reason": "no_image", "status": "failed", "attempt": 1}]
24084	Meta & Microsoft Earnings Reports Underline Huge	Meta & Microsoft earnings reports underline huge AI spending, raise profitability questions	2026-01-29 11:05:19.116477+00	2026-01-29 11:08:30.425239+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 11:08:14.462088+00	2026-01-29 11:08:30.131787+00	FALSE		[{"at": "2026-01-29T11:08:14.462088", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:08:30.131787", "reason": "no_image", "status": "failed", "attempt": 1}]
24083	What Is Norovirus? The Symptoms, Warning Signs	What is norovirus? The symptoms, warning signs and when you should worry	2026-01-29 11:05:17.269737+00	2026-01-29 11:08:14.377803+00		active	1	750	skipped	duplicate	Duplicate detected: duplicate_title	1	2026-01-29 11:07:24.758847+00	2026-01-29 11:08:14.046775+00	FALSE		[{"at": "2026-01-29T11:07:24.758847", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:08:14.046775", "reason": "duplicate", "status": "skipped", "attempt": 1}]
24082	A Rug Maker Withstood One Year Of	A Rug Maker Withstood One Year of Trump’s Tariffs. New Challenges Loom.	2026-01-29 11:05:15.64734+00	2026-01-29 11:07:19.682198+00		active	1	750	published			1	2026-01-29 11:06:40.930068+00	2026-01-29 11:07:19.321865+00	FALSE		[{"at": "2026-01-29T11:06:40.930068", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:07:19.321865", "reason": null, "status": "published", "attempt": 1}]
24081	Trump’S Trade Policies Sort Manufacturers Into Winners	Trump’s Trade Policies Sort Manufacturers Into Winners and Losers	2026-01-29 11:05:13.786447+00	2026-01-29 11:06:35.694156+00		active	1	750	published			1	2026-01-29 11:05:32.800233+00	2026-01-29 11:06:35.283927+00	FALSE		[{"at": "2026-01-29T11:05:32.800233", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:06:35.283927", "reason": null, "status": "published", "attempt": 1}]
24080	Google Disables Take A Message On Older	Google disables Take a Message on older Pixel phones amid audio leak bug	2026-01-29 10:55:56.624325+00	2026-01-29 11:01:17.490447+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 11:01:02.601265+00	2026-01-29 11:01:17.199262+00	FALSE		[{"at": "2026-01-29T11:01:02.601265", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:01:17.199262", "reason": "no_image", "status": "failed", "attempt": 1}]
24079	Russia'S Hybrid War Is Weakening Europe'S Cohesion,	Russia's hybrid war is weakening Europe's cohesion, expert says	2026-01-29 10:55:53.95489+00	2026-01-29 11:00:57.344417+00		active	1	750	published			1	2026-01-29 10:59:57.428607+00	2026-01-29 11:00:57.012622+00	FALSE		[{"at": "2026-01-29T10:59:57.428607", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T11:00:57.012622", "reason": null, "status": "published", "attempt": 1}]
24078	Elon Musk’S Grok Ai Chatbot Ranks Worst	Elon Musk’s Grok AI chatbot ranks worst in countering antisemitic content, ADL study finds	2026-01-29 10:55:52.318032+00	2026-01-29 10:59:52.475444+00		active	1	750	published			1	2026-01-29 10:59:21.6549+00	2026-01-29 10:59:52.142724+00	FALSE		[{"at": "2026-01-29T10:59:21.654900", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:59:52.142724", "reason": null, "status": "published", "attempt": 1}]
24077	Tanker With Russian Oil Products Loses Steering	Tanker with Russian oil products loses steering off Spanish coast	2026-01-29 10:55:50.545366+00	2026-01-29 10:59:16.739731+00		active	1	750	published			1	2026-01-29 10:57:34.95867+00	2026-01-29 10:59:16.391479+00	FALSE		[{"at": "2026-01-29T10:57:34.958670", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:59:16.391479", "reason": null, "status": "published", "attempt": 1}]
24076	Ukraine Intensifies Deepstrikes Against Russia With Domestically-Produced	Ukraine intensifies deepstrikes against Russia with domestically-produced weapons	2026-01-29 10:55:48.725403+00	2026-01-29 10:57:34.871506+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 10:57:19.690585+00	2026-01-29 10:57:34.583611+00	FALSE		[{"at": "2026-01-29T10:57:19.690585", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:57:34.583611", "reason": "no_image", "status": "failed", "attempt": 1}]
24075	Iran-Us Rhetoric "Raises Spectre Of War" But	Iran-US rhetoric "raises spectre of war" but both still use intermediary talking channels	2026-01-29 10:55:46.499769+00	2026-01-29 10:57:19.605183+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 10:56:59.422388+00	2026-01-29 10:57:19.309261+00	FALSE		[{"at": "2026-01-29T10:56:59.422388", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:57:19.309261", "reason": "no_image", "status": "failed", "attempt": 1}]
24074	Impressive Sabalenka Powers Into Fourth Straight Australian	Impressive Sabalenka powers into fourth straight Australian Open final	2026-01-29 10:55:44.302663+00	2026-01-29 14:16:11.861988+00		active	5	750	published	duplicate	Duplicate detected: duplicate_title	5	2026-01-29 10:56:55.435217+00	2026-01-29 14:16:11.548304+00	TRUE	5.0	[{"at": "2026-01-29T10:56:55.435217", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:56:59.026465", "reason": "no_content", "status": "failed", "attempt": 1}, {"at": "2026-01-29T11:09:50.402821", "reason": null, "status": "processing", "attempt": 2}, {"at": "2026-01-29T11:10:14.341341", "reason": "duplicate", "status": "skipped", "attempt": 2}, {"at": "2026-01-29T11:36:04.520166", "reason": null, "status": "processing", "attempt": 3}, {"at": "2026-01-29T11:36:36.551717", "reason": "duplicate", "status": "skipped", "attempt": 3}, {"at": "2026-01-29T12:58:30.380453", "reason": null, "status": "processing", "attempt": 4}, {"at": "2026-01-29T12:58:57.860894", "reason": "duplicate", "status": "skipped", "attempt": 4}, {"at": "2026-01-29T14:15:30.785603", "reason": null, "status": "processing", "attempt": 5}, {"at": "2026-01-29T14:16:11.548304", "reason": null, "status": "published", "attempt": 5}]
24073	Britons Travelling To China Will No Longer	Britons travelling to China will no longer need visas, No 10 announces after Starmer meeting with Xi	2026-01-29 10:55:42.552008+00	2026-01-29 11:25:23.695338+00		active	3	750	published			1	2026-01-29 10:56:23.402045+00	2026-01-29 10:56:50.565379+00	FALSE		[{"at": "2026-01-29T10:56:23.402045", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:56:50.565379", "reason": null, "status": "published", "attempt": 1}]
24072	At Least 11 Killed In A Crash	At least 11 killed in a crash involving a minibus taxi and a truck in South Africa	2026-01-29 10:45:11.579823+00	2026-01-29 10:49:05.292508+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 10:48:53.040331+00	2026-01-29 10:49:04.994464+00	FALSE		[{"at": "2026-01-29T10:48:53.040331", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:49:04.994464", "reason": "no_image", "status": "failed", "attempt": 1}]
24071	Climate Change Is Killing The Winter Olympics:	Climate change is killing the Winter Olympics: Temperatures in Cortina have risen by 3.6°C since the games were last held there in 1956 - with more than 3 MILLION cubic yards of fake snow now needed	2026-01-29 10:45:10.157644+00	2026-01-29 10:48:52.926611+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 10:48:47.511748+00	2026-01-29 10:48:52.594661+00	FALSE		[{"at": "2026-01-29T10:48:47.511748", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:48:52.594661", "reason": "no_content", "status": "failed", "attempt": 1}]
24070	Colon Cancer Is Officially The Deadliest Cancer	Colon cancer is officially the deadliest cancer for people under 50. Experts are shocked at how quickly this happened.	2026-01-29 10:45:08.377005+00	2026-01-29 10:48:30.592336+00		active	1	750	published			1	2026-01-29 10:47:36.151171+00	2026-01-29 10:48:30.257058+00	FALSE		[{"at": "2026-01-29T10:47:36.151171", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:48:30.257058", "reason": null, "status": "published", "attempt": 1}]
24069	Thousands Told To Stay Out Of Water:	Thousands Told To Stay Out of Water: &#039;Rip Currents, Sneaker Waves&#039;	2026-01-29 10:45:06.776996+00	2026-01-29 10:47:36.054438+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 10:47:25.040762+00	2026-01-29 10:47:35.743651+00	FALSE		[{"at": "2026-01-29T10:47:25.040762", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:47:35.743651", "reason": "no_image", "status": "failed", "attempt": 1}]
24068	Hungary Launches $157 Million Scheme To Curb	Hungary launches $157 million scheme to curb heating costs ahead of election	2026-01-29 10:45:05.304212+00	2026-01-29 10:47:22.833649+00		active	1	750	published			1	2026-01-29 10:47:01.96229+00	2026-01-29 10:47:22.524829+00	FALSE		[{"at": "2026-01-29T10:47:01.962290", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:47:22.524829", "reason": null, "status": "published", "attempt": 1}]
24067	Emergency-Level Fire Damages Property In Perth’S North	Emergency-level fire damages property in Perth’s north	2026-01-29 10:45:03.760128+00	2026-01-29 10:47:01.876541+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 10:46:42.251627+00	2026-01-29 10:47:01.569425+00	FALSE		[{"at": "2026-01-29T10:46:42.251627", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:47:01.569425", "reason": "no_content", "status": "failed", "attempt": 1}]
24066	Mozambique Relaunches Totalenergies Gas Project After Five-Year	Mozambique relaunches TotalEnergies gas project after five-year pause	2026-01-29 10:45:01.387766+00	2026-01-29 13:37:16.367261+00		active	2	750	published			1	2026-01-29 10:46:09.790977+00	2026-01-29 10:46:39.499575+00	FALSE		[{"at": "2026-01-29T10:46:09.790977", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:46:39.499575", "reason": null, "status": "published", "attempt": 1}]
24065	Starmer Signs Landmark Deal With China To	Starmer signs landmark deal with China to tackle small boats crisis	2026-01-29 10:44:59.10886+00	2026-01-29 10:46:04.981106+00		active	1	750	published			1	2026-01-29 10:45:39.455352+00	2026-01-29 10:46:04.685673+00	FALSE		[{"at": "2026-01-29T10:45:39.455352", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:46:04.685673", "reason": null, "status": "published", "attempt": 1}]
24064	Russian Forces Suffer ‘Heaviest Battlefield Losses Seen	Russian forces suffer ‘heaviest battlefield losses seen since WWII’	2026-01-29 10:44:57.586924+00	2026-01-29 10:45:39.367529+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 10:45:30.849352+00	2026-01-29 10:45:39.050955+00	FALSE		[{"at": "2026-01-29T10:45:30.849352", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:45:39.050955", "reason": "no_content", "status": "failed", "attempt": 1}]
24063	Another Arrest Over Fires At Properties And	Another arrest over fires at properties and car linked to PM	2026-01-29 10:44:55.535803+00	2026-01-29 13:26:48.683733+00		active	3	750	published	no_image	No usable image found and AI generation failed	2	2026-01-29 10:45:15.346973+00	2026-01-29 11:26:52.00533+00	TRUE	2.0	[{"at": "2026-01-29T10:45:15.346973", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:45:30.467818", "reason": "no_image", "status": "failed", "attempt": 1}, {"at": "2026-01-29T11:26:17.622397", "reason": null, "status": "processing", "attempt": 2}, {"at": "2026-01-29T11:26:52.005330", "reason": null, "status": "published", "attempt": 2}]
24062	Japan’S Sanae Takaichi Is Proving A Surprisingly	Japan’s Sanae Takaichi is proving a surprisingly popular prime minister	2026-01-29 10:36:10.672084+00	2026-01-29 10:39:52.600785+00		active	1	750	published			1	2026-01-29 10:39:03.687731+00	2026-01-29 10:39:52.210799+00	FALSE		[{"at": "2026-01-29T10:39:03.687731", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:39:52.210799", "reason": null, "status": "published", "attempt": 1}]
24061	Assisted Dying Supporters Threaten To Use 'Nuclear	Assisted dying supporters threaten to use 'nuclear option' to 'bully'  opponents in the Lords and force law through amid claims it is on the verge of failing	2026-01-29 10:36:08.127899+00	2026-01-29 10:39:03.597691+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 10:38:57.854364+00	2026-01-29 10:39:03.290686+00	FALSE		[{"at": "2026-01-29T10:38:57.854364", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:39:03.290686", "reason": "no_content", "status": "failed", "attempt": 1}]
24060	We Tested Vapes In Colorado For Signs	We Tested Vapes in Colorado for Signs of Hemp. This Is What We Found.	2026-01-29 10:36:06.104645+00	2026-01-29 10:38:57.762904+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 10:38:44.121759+00	2026-01-29 10:38:57.450597+00	FALSE		[{"at": "2026-01-29T10:38:44.121759", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:38:57.450597", "reason": "no_image", "status": "failed", "attempt": 1}]
24059	Smoke And Mirrors: How Intoxicating Hemp Seeped	Smoke and Mirrors: How Intoxicating Hemp Seeped Into the First Recreational Marijuana Market in the Country	2026-01-29 10:36:04.452895+00	2026-01-29 10:38:44.037182+00		active	1	750	failed	no_image	No usable image found and AI generation failed	1	2026-01-29 10:38:28.174677+00	2026-01-29 10:38:43.732266+00	FALSE		[{"at": "2026-01-29T10:38:28.174677", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:38:43.732266", "reason": "no_image", "status": "failed", "attempt": 1}]
24058	Lukoil Agrees To Sell International Assets To	Lukoil Agrees to Sell International Assets to Carlyle	2026-01-29 10:36:02.547468+00	2026-01-29 10:38:28.094309+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 10:38:04.138256+00	2026-01-29 10:38:27.799446+00	FALSE		[{"at": "2026-01-29T10:38:04.138256", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:38:27.799446", "reason": "no_content", "status": "failed", "attempt": 1}]
24057	Kremlin Says It Is Still Waiting For	Kremlin says it is still waiting for U.S. response to Putin's nuclear treaty offer	2026-01-29 10:36:00.40498+00	2026-01-29 10:37:59.358276+00		active	1	750	published			1	2026-01-29 10:37:34.962193+00	2026-01-29 10:37:59.047867+00	FALSE		[{"at": "2026-01-29T10:37:34.962193", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:37:59.047867", "reason": null, "status": "published", "attempt": 1}]
24056	Germany’S Merz Challenges Trump Over Tariff Threat	Germany’s Merz challenges Trump over tariff threat and Afghanistan comments	2026-01-29 10:35:58.672106+00	2026-01-29 10:37:30.159991+00		active	1	750	published			1	2026-01-29 10:37:05.075578+00	2026-01-29 10:37:29.856081+00	FALSE		[{"at": "2026-01-29T10:37:05.075578", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:37:29.856081", "reason": null, "status": "published", "attempt": 1}]
24055	Us Opens Probe After Waymo Self-Driving Vehicle	US opens probe after Waymo self-driving vehicle strikes child near school, causing minor injuries	2026-01-29 10:35:57.005068+00	2026-01-29 10:37:00.161366+00		active	1	750	published			1	2026-01-29 10:36:35.226228+00	2026-01-29 10:36:59.873441+00	FALSE		[{"at": "2026-01-29T10:36:35.226228", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:36:59.873441", "reason": null, "status": "published", "attempt": 1}]
24054	British Motor Industry Suffers Its ‘Worst Year	British motor industry suffers its ‘worst year in a generation’	2026-01-29 10:35:52.013016+00	2026-01-29 10:36:35.115999+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-29 10:36:32.168946+00	2026-01-29 10:36:34.809634+00	FALSE		[{"at": "2026-01-29T10:36:32.168946", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-29T10:36:34.809634", "reason": "no_content", "status": "failed", "attempt": 1}]
