id	event_name	main_title	created_at	last_updated_at	closed_at	status	source_count	importance_score	publish_status	failure_reason	failure_details	attempt_count	first_attempt_at	last_attempt_at	recovered	attempts_before_success	attempt_history
26478	‘Like Judgement Day’: Sudanese Doctor Recounts Escape	‘Like judgement day’: Sudanese doctor recounts escape from el-Fasher	2026-01-31 10:25:37.006403+00	2026-01-31 10:25:48.4078+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 10:25:44.438395+00	2026-01-31 10:25:48.096401+00	FALSE		[{"at": "2026-01-31T10:25:44.438395", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:25:48.096401", "reason": "no_content", "status": "failed", "attempt": 1}]
26477	Famed Filmmaker Presses Democrats To Put 'Citizen-Led'	Famed filmmaker presses Democrats to put 'citizen-led' presidential primary first	2026-01-31 10:15:26.869495+00	2026-01-31 10:28:16.216733+00		active	1	750	published			1	2026-01-31 10:27:52.745948+00	2026-01-31 10:28:15.928376+00	FALSE		[{"at": "2026-01-31T10:27:52.745948", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:28:15.928376", "reason": null, "status": "published", "attempt": 1}]
26476	Conservative Group Blasts Linkedin For Removing Pro-Ice	Conservative group blasts LinkedIn for removing pro-ICE post, labeling it 'hateful'	2026-01-31 10:15:26.46169+00	2026-01-31 10:27:50.728157+00		active	1	750	published			1	2026-01-31 10:27:31.46415+00	2026-01-31 10:27:50.420092+00	FALSE		[{"at": "2026-01-31T10:27:31.464150", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:27:50.420092", "reason": null, "status": "published", "attempt": 1}]
26475	China’S Efforts To Boost The Birth Rate	China’s efforts to boost the birth rate have failed. Is coercion next?	2026-01-31 10:15:26.0421+00	2026-01-31 10:27:22.24676+00		active	1	750	published			1	2026-01-31 10:26:41.708811+00	2026-01-31 10:27:21.939806+00	FALSE		[{"at": "2026-01-31T10:26:41.708811", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:27:21.939806", "reason": null, "status": "published", "attempt": 1}]
26474	For The First Time In 50 Years,	For the first time in 50 years, college grads are losing their edge	2026-01-31 10:15:25.618389+00	2026-01-31 10:26:39.877881+00		active	1	750	published			1	2026-01-31 10:26:05.460121+00	2026-01-31 10:26:39.576312+00	FALSE		[{"at": "2026-01-31T10:26:05.460121", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:26:39.576312", "reason": null, "status": "published", "attempt": 1}]
26473	How Long Does It Take The Sun	How long does it take the sun to rotate?	2026-01-31 10:15:25.203386+00	2026-01-31 10:26:05.358818+00		active	1	750	failed	api_error	{'message': 'index row requires 1644488 bytes, maximum size is 8191', 'code': '54000', 'hint': None, 'details': None}	1	2026-01-31 10:25:39.285906+00	2026-01-31 10:26:05.069312+00	FALSE		[{"at": "2026-01-31T10:25:39.285906", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:26:05.069312", "reason": "api_error", "status": "failed", "attempt": 1}]
26472	Gen Ai Boosts Productivity, But Only For	Gen AI boosts productivity, but only for certain developers - here's why	2026-01-31 10:15:24.798071+00	2026-01-31 10:25:39.201146+00		active	1	750	failed	api_error	{'message': 'index row requires 1489608 bytes, maximum size is 8191', 'code': '54000', 'hint': None, 'details': None}	1	2026-01-31 10:25:08.560177+00	2026-01-31 10:25:38.894794+00	FALSE		[{"at": "2026-01-31T10:25:08.560177", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:25:38.894794", "reason": "api_error", "status": "failed", "attempt": 1}]
26471	Utilities Want $31 Billion More From Customers,	Utilities want $31 billion more from customers, and your electric bill is about to feel it	2026-01-31 10:15:24.389855+00	2026-01-31 10:25:06.538645+00		active	1	750	published			1	2026-01-31 10:24:19.486763+00	2026-01-31 10:25:06.242455+00	FALSE		[{"at": "2026-01-31T10:24:19.486763", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:25:06.242455", "reason": null, "status": "published", "attempt": 1}]
26470	Ipod Inventor Says Having Kids Has Changed	iPod inventor says having kids has changed how Silicon Valley's founders think about privacy	2026-01-31 10:15:23.976828+00	2026-01-31 10:24:17.434664+00		active	1	750	published			1	2026-01-31 10:23:52.486415+00	2026-01-31 10:24:17.127435+00	FALSE		[{"at": "2026-01-31T10:23:52.486415", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:24:17.127435", "reason": null, "status": "published", "attempt": 1}]
26469	U.S. Allies Play Risky Game With Tilt	U.S. Allies Play Risky Game With Tilt to China	2026-01-31 10:15:23.559221+00	2026-01-31 10:23:52.366058+00		active	1	750	skipped	duplicate	Duplicate detected: duplicate_title	1	2026-01-31 10:23:20.169936+00	2026-01-31 10:23:51.580446+00	FALSE		[{"at": "2026-01-31T10:23:20.169936", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:23:51.580446", "reason": "duplicate", "status": "skipped", "attempt": 1}]
26468	&#039;Ice Out&#039; Protesters Set Dumpster Ablaze In	&#039;ICE Out&#039; Protesters Set Dumpster Ablaze In Violent LA Clashes	2026-01-31 10:15:23.14665+00	2026-01-31 10:23:17.801843+00		active	1	750	published			1	2026-01-31 10:22:50.506628+00	2026-01-31 10:23:17.467855+00	FALSE		[{"at": "2026-01-31T10:22:50.506628", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:23:17.467855", "reason": null, "status": "published", "attempt": 1}]
26467	'Extraordinary': Sabalenka Stuns In Defensive Rally	'Extraordinary': Sabalenka stuns in defensive rally	2026-01-31 10:15:22.171638+00	2026-01-31 10:22:50.421266+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 10:22:31.104523+00	2026-01-31 10:22:50.136935+00	FALSE		[{"at": "2026-01-31T10:22:31.104523", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:22:50.136935", "reason": "no_content", "status": "failed", "attempt": 1}]
26466	Dozens Killed In Baloch Sepratist Attack In	Dozens killed in Baloch sepratist attack in southwest Pakistan	2026-01-31 10:15:21.744619+00	2026-02-01 11:04:10.068012+00		active	6	750	published			1	2026-01-31 10:21:25.752098+00	2026-01-31 10:22:20.383286+00	FALSE		[{"at": "2026-01-31T10:21:25.752098", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:22:20.383286", "reason": null, "status": "published", "attempt": 1}]
26465	Blockade, Strikes: What Are The Us Military'S	Blockade, strikes: What are the US military's options in Iran?	2026-01-31 10:15:20.765289+00	2026-01-31 10:20:31.592652+00		active	1	750	skipped	duplicate	Duplicate detected: duplicate_title	1	2026-01-31 10:20:04.99516+00	2026-01-31 10:20:31.290034+00	FALSE		[{"at": "2026-01-31T10:20:04.995160", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:20:31.290034", "reason": "duplicate", "status": "skipped", "attempt": 1}]
26464	Energy Bills Have Soared Recently. How Can	Energy Bills Have Soared Recently. How Can States Bring Costs Down?	2026-01-31 10:15:18.650832+00	2026-01-31 10:19:21.106132+00		active	2	750	published			1	2026-01-31 10:18:45.483777+00	2026-01-31 10:19:20.780542+00	FALSE		[{"at": "2026-01-31T10:18:45.483777", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:19:20.780542", "reason": null, "status": "published", "attempt": 1}]
26463	After Affirmative Action Win, Conservatives Sue To	After Affirmative Action Win, Conservatives Sue to Push Change Everywhere	2026-01-31 10:15:17.654199+00	2026-01-31 10:18:42.735442+00		active	1	750	published			1	2026-01-31 10:17:40.300616+00	2026-01-31 10:18:42.420747+00	FALSE		[{"at": "2026-01-31T10:17:40.300616", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:18:42.420747", "reason": null, "status": "published", "attempt": 1}]
26462	Politicians Are Calling The Protests In Minnesota	Politicians Are Calling the Protests in Minnesota an Insurgency	2026-01-31 10:15:17.224203+00	2026-01-31 10:17:38.114992+00		active	1	750	published			1	2026-01-31 10:16:55.505474+00	2026-01-31 10:17:37.804826+00	FALSE		[{"at": "2026-01-31T10:16:55.505474", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:17:37.804826", "reason": null, "status": "published", "attempt": 1}]
26461	With Decades-Long Restrictions Lifted, A Pakistani Brewery	With decades-long restrictions lifted, a Pakistani brewery has started exporting beer	2026-01-31 10:15:16.802424+00	2026-01-31 10:16:52.820151+00		active	2	750	published			1	2026-01-31 10:16:15.736598+00	2026-01-31 10:16:52.470582+00	FALSE		[{"at": "2026-01-31T10:16:15.736598", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:16:52.470582", "reason": null, "status": "published", "attempt": 1}]
26460	Russia’S Oil Revenue Is Plummeting	Russia’s Oil Revenue Is Plummeting	2026-01-31 10:15:16.306439+00	2026-01-31 19:54:39.359126+00		active	3	750	published			1	2026-01-31 10:15:34.1117+00	2026-01-31 10:16:04.155172+00	FALSE		[{"at": "2026-01-31T10:15:34.111700", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:16:04.155172", "reason": null, "status": "published", "attempt": 1}]
26459	Coordinated Attacks In Pakistan Kill 10 Security	Coordinated attacks in Pakistan kill 10 security personnel and dozens of insurgents	2026-01-31 10:05:07.89142+00	2026-02-01 02:24:15.067728+00		active	5	750	published			1	2026-01-31 10:06:57.092101+00	2026-01-31 10:07:22.62968+00	FALSE		[{"at": "2026-01-31T10:06:57.092101", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:07:22.629680", "reason": null, "status": "published", "attempt": 1}]
26458	New Generation Of Hong Kong Police Will	New generation of Hong Kong police will need ‘iron bones’, security chief says	2026-01-31 10:05:06.332342+00	2026-01-31 10:06:55.083366+00		active	2	750	published			1	2026-01-31 10:06:32.229242+00	2026-01-31 10:06:54.786919+00	FALSE		[{"at": "2026-01-31T10:06:32.229242", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:06:54.786919", "reason": null, "status": "published", "attempt": 1}]
26457	Full Pivot Or Anxious Hedge? Europe’S Leaders	Full pivot or anxious hedge? Europe’s leaders flock to China	2026-01-31 10:05:05.290554+00	2026-01-31 10:06:21.922716+00		active	1	750	published			1	2026-01-31 10:05:55.839501+00	2026-01-31 10:06:21.62051+00	FALSE		[{"at": "2026-01-31T10:05:55.839501", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T10:06:21.620510", "reason": null, "status": "published", "attempt": 1}]
26456	Over 200 Die In Dr Congo After	Over 200 die in DR Congo after landslide causes mines to collapse: rebel authorities	2026-01-31 09:54:59.323958+00	2026-01-31 10:15:19.939598+00		active	3	750	published			1	2026-01-31 09:56:36.077501+00	2026-01-31 09:57:01.48665+00	FALSE		[{"at": "2026-01-31T09:56:36.077501", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:57:01.486650", "reason": null, "status": "published", "attempt": 1}]
26455	Epstein Survivors Say Abusers ‘Remain Hidden’ After	Epstein survivors say abusers ‘remain hidden’ after latest files release	2026-01-31 09:54:58.879779+00	2026-01-31 09:56:34.096657+00		active	1	750	published			1	2026-01-31 09:56:11.124986+00	2026-01-31 09:56:33.800787+00	FALSE		[{"at": "2026-01-31T09:56:11.124986", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:56:33.800787", "reason": null, "status": "published", "attempt": 1}]
26454	Prominent Builders Battle To Stay Afloat	Prominent builders battle to stay afloat	2026-01-31 09:54:57.795735+00	2026-01-31 09:56:11.025975+00		active	1	750	failed	api_error	{'message': 'index row requires 1850976 bytes, maximum size is 8191', 'code': '54000', 'hint': None, 'details': None}	1	2026-01-31 09:55:29.043338+00	2026-01-31 09:56:10.436655+00	FALSE		[{"at": "2026-01-31T09:55:29.043338", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:56:10.436655", "reason": "api_error", "status": "failed", "attempt": 1}]
26453	Ten Security Officials, 37 Militants Killed In	Ten security officials, 37 militants killed in SW Pakistan attacks: official	2026-01-31 09:54:57.346096+00	2026-01-31 09:55:26.936664+00		active	1	750	published			1	2026-01-31 09:55:01.166384+00	2026-01-31 09:55:26.64153+00	FALSE		[{"at": "2026-01-31T09:55:01.166384", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:55:26.641530", "reason": null, "status": "published", "attempt": 1}]
26452	Israeli Strikes Kill 12 In Gaza, Health	Israeli strikes kill 12 in Gaza, health ministry says	2026-01-31 09:44:48.910741+00	2026-01-31 09:47:27.726351+00		active	1	750	skipped	duplicate	Duplicate detected: duplicate_title	1	2026-01-31 09:47:04.435358+00	2026-01-31 09:47:27.428916+00	FALSE		[{"at": "2026-01-31T09:47:04.435358", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:47:27.428916", "reason": "duplicate", "status": "skipped", "attempt": 1}]
26451	Suspected Separatists Kill 8 Pakistani Policemen In	Suspected separatists kill 8 Pakistani policemen in ‘coordinated’ attacks	2026-01-31 09:44:45.989788+00	2026-01-31 09:46:55.147296+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 09:46:51.913203+00	2026-01-31 09:46:54.841103+00	FALSE		[{"at": "2026-01-31T09:46:51.913203", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:46:54.841103", "reason": "no_content", "status": "failed", "attempt": 1}]
26450	A Waymo Robotaxi Hit A Child At	A Waymo Robotaxi Hit a Child at School Drop‑Off. The Company Says a Human Driver Would’ve Done Worse	2026-01-31 09:35:32.049762+00	2026-01-31 09:35:40.696155+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 09:35:34.116039+00	2026-01-31 09:35:40.387844+00	FALSE		[{"at": "2026-01-31T09:35:34.116039", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:35:40.387844", "reason": "no_content", "status": "failed", "attempt": 1}]
26449	New Jersey Governor To Launch Portal For	New Jersey governor to launch portal for uploading videos of ICE tactics: 'They have not been forthcoming'	2026-01-31 09:25:30.399224+00	2026-01-31 09:27:23.238374+00		active	2	750	published			1	2026-01-31 09:27:01.870749+00	2026-01-31 09:27:22.92162+00	FALSE		[{"at": "2026-01-31T09:27:01.870749", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:27:22.921620", "reason": null, "status": "published", "attempt": 1}]
26448	Visit By Britain'S Starmer Shows Drawbacks Of	Visit by Britain's Starmer shows drawbacks of 'China pivot' in countering Trump	2026-01-31 09:25:29.394088+00	2026-01-31 09:26:51.74889+00		active	1	750	published			1	2026-01-31 09:26:21.347951+00	2026-01-31 09:26:51.176725+00	FALSE		[{"at": "2026-01-31T09:26:21.347951", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:26:51.176725", "reason": null, "status": "published", "attempt": 1}]
26447	Race To Export Beyond U.S. Picks Up	Race to export beyond U.S. picks up as tariff squeeze grips Canada	2026-01-31 09:14:40.469964+00	2026-01-31 09:16:15.085096+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 09:16:11.432384+00	2026-01-31 09:16:14.763708+00	FALSE		[{"at": "2026-01-31T09:16:11.432384", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:16:14.763708", "reason": "no_content", "status": "failed", "attempt": 1}]
26446	We’Ve Already Been To The Moon, So	We’ve already been to the moon, so why are we going again?	2026-01-31 09:14:40.025147+00	2026-01-31 09:16:11.336309+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 09:16:07.641559+00	2026-01-31 09:16:11.032798+00	FALSE		[{"at": "2026-01-31T09:16:07.641559", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:16:11.032798", "reason": "no_content", "status": "failed", "attempt": 1}]
26445	The Golden Dome Is Where Canada'S F-35	The Golden Dome is where Canada's F-35 debate and Trump's Greenland threat meet	2026-01-31 09:14:39.575412+00	2026-01-31 09:16:07.557304+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 09:15:58.453241+00	2026-01-31 09:16:07.240411+00	FALSE		[{"at": "2026-01-31T09:15:58.453241", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:16:07.240411", "reason": "no_content", "status": "failed", "attempt": 1}]
26444	Was Mark Carney'S Davos Speech A Mistake	Was Mark Carney's Davos speech a mistake if it upset Trump?	2026-01-31 09:14:39.104891+00	2026-01-31 09:15:58.343652+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 09:15:54.856199+00	2026-01-31 09:15:58.003068+00	FALSE		[{"at": "2026-01-31T09:15:54.856199", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:15:58.003068", "reason": "no_content", "status": "failed", "attempt": 1}]
26443	Marjorie Taylor Greene Defends Arrest Of Don	Marjorie Taylor Greene defends arrest of Don Lemon on civil rights charges: 'That's activism'	2026-01-31 09:14:38.617403+00	2026-01-31 09:15:54.759475+00		active	1	750	failed	api_error	{'message': 'index row requires 1646704 bytes, maximum size is 8191', 'code': '54000', 'hint': None, 'details': None}	1	2026-01-31 09:15:21.743085+00	2026-01-31 09:15:54.377382+00	FALSE		[{"at": "2026-01-31T09:15:21.743085", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:15:54.377382", "reason": "api_error", "status": "failed", "attempt": 1}]
26442	Is 'America First' Starting To Backfire As	Is 'America First' starting to backfire as Washington's allies go it alone?	2026-01-31 09:14:37.567967+00	2026-01-31 09:15:21.659085+00		active	2	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 09:15:18.106383+00	2026-01-31 09:15:21.369414+00	FALSE		[{"at": "2026-01-31T09:15:18.106383", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:15:21.369414", "reason": "no_content", "status": "failed", "attempt": 1}]
26441	Iran President Says Trump, Netanyahu, Europe Stirred	Iran president says Trump, Netanyahu, Europe stirred tensions in protests	2026-01-31 09:14:37.014059+00	2026-01-31 18:56:11.678152+00		active	4	750	published	api_error	{'message': 'index row requires 1713760 bytes, maximum size is 8191', 'code': '54000', 'hint': None, 'details': None}	3	2026-01-31 09:14:43.520151+00	2026-01-31 18:56:11.376999+00	TRUE	3.0	[{"at": "2026-01-31T09:14:43.520151", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:15:17.640097", "reason": "api_error", "status": "failed", "attempt": 1}, {"at": "2026-01-31T09:44:50.832362", "reason": null, "status": "processing", "attempt": 2}, {"at": "2026-01-31T09:46:51.422734", "reason": "api_error", "status": "failed", "attempt": 2}, {"at": "2026-01-31T18:55:20.239115", "reason": null, "status": "processing", "attempt": 3}, {"at": "2026-01-31T18:56:11.376999", "reason": null, "status": "published", "attempt": 3}]
26440	Bruce Blakeman Vows To Work With Ice	Bruce Blakeman Vows to Work With ICE and End New York&#039;s Sanctuary Status	2026-01-31 09:05:33.924434+00	2026-01-31 09:07:18.458703+00		active	1	750	failed	api_error	{'message': 'index row requires 1792936 bytes, maximum size is 8191', 'code': '54000', 'hint': None, 'details': None}	1	2026-01-31 09:06:46.291378+00	2026-01-31 09:07:18.096669+00	FALSE		[{"at": "2026-01-31T09:06:46.291378", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:07:18.096669", "reason": "api_error", "status": "failed", "attempt": 1}]
26439	Minnesotans Flock To Firearms Classes Amid Anti-Ice	Minnesotans Flock to Firearms Classes Amid Anti-ICE Protests	2026-01-31 09:05:33.460393+00	2026-01-31 09:06:43.92443+00		active	1	750	published			1	2026-01-31 09:06:19.312791+00	2026-01-31 09:06:43.634977+00	FALSE		[{"at": "2026-01-31T09:06:19.312791", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:06:43.634977", "reason": null, "status": "published", "attempt": 1}]
26438	Rybakina Powers Her Way To Early Break	Rybakina powers her way to early break of Sabalenka's serve	2026-01-31 09:05:32.991242+00	2026-01-31 09:06:19.221336+00		active	1	750	failed	api_error	{'message': 'index row requires 1693888 bytes, maximum size is 8191', 'code': '54000', 'hint': None, 'details': None}	1	2026-01-31 09:05:40.001284+00	2026-01-31 09:06:18.871816+00	FALSE		[{"at": "2026-01-31T09:05:40.001284", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T09:06:18.871816", "reason": "api_error", "status": "failed", "attempt": 1}]
26437	New Campaign Calls On Mexicans To Rediscover	New campaign calls on Mexicans to rediscover the capital’s heart through revered churches	2026-01-31 08:54:50.318426+00	2026-01-31 08:57:56.076867+00		active	1	750	published			1	2026-01-31 08:57:36.210341+00	2026-01-31 08:57:55.76261+00	FALSE		[{"at": "2026-01-31T08:57:36.210341", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:57:55.762610", "reason": null, "status": "published", "attempt": 1}]
26436	Pokemon Card Event At Controversial Shrine To	Pokemon card event at controversial shrine to Japanese war dead canceled	2026-01-31 08:54:49.902126+00	2026-01-31 08:57:26.540796+00		active	1	750	published			1	2026-01-31 08:56:52.769796+00	2026-01-31 08:57:26.101608+00	FALSE		[{"at": "2026-01-31T08:56:52.769796", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:57:26.101608", "reason": null, "status": "published", "attempt": 1}]
26435	India'S Wealthy Embrace A New Luxury Symbol:	India's wealthy embrace a new luxury symbol: water	2026-01-31 08:54:48.265516+00	2026-01-31 08:56:52.68287+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 08:56:42.676124+00	2026-01-31 08:56:52.374076+00	FALSE		[{"at": "2026-01-31T08:56:42.676124", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:56:52.374076", "reason": "no_content", "status": "failed", "attempt": 1}]
26434	Butcher Of Great Ormond Street Exposed: Inside	Butcher of Great Ormond Street exposed: Inside story of egomaniacal surgeon who mutilated children and left them with amputations, deformities and in chronic pain... and the parents who were dismissed	2026-01-31 08:54:47.829143+00	2026-01-31 08:56:42.589883+00		active	2	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 08:56:36.863085+00	2026-01-31 08:56:42.292889+00	FALSE		[{"at": "2026-01-31T08:56:36.863085", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:56:42.292889", "reason": "no_content", "status": "failed", "attempt": 1}]
26433	France Tightens Infant Milk Rules After Recalls	France tightens infant milk rules after recalls	2026-01-31 08:54:47.317754+00	2026-01-31 08:56:35.047869+00		active	1	750	published			1	2026-01-31 08:55:32.237586+00	2026-01-31 08:56:34.71451+00	FALSE		[{"at": "2026-01-31T08:55:32.237586", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:56:34.714510", "reason": null, "status": "published", "attempt": 1}]
26432	Neom Nightmare: How Mohammed Bin Salman’S Dream	Neom nightmare: How Mohammed bin Salman’s dream of a ‘city of the future’ became a $500bn disaster	2026-01-31 08:54:44.668844+00	2026-01-31 08:55:21.993295+00		active	1	750	published			1	2026-01-31 08:54:58.229408+00	2026-01-31 08:55:21.659412+00	FALSE		[{"at": "2026-01-31T08:54:58.229408", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:55:21.659412", "reason": null, "status": "published", "attempt": 1}]
26431	British Star Wins Australian Open Doubles Title	British star wins Australian Open doubles title	2026-01-31 08:54:44.08914+00	2026-01-31 08:54:58.143036+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 08:54:53.998377+00	2026-01-31 08:54:57.86346+00	FALSE		[{"at": "2026-01-31T08:54:53.998377", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:54:57.863460", "reason": "no_content", "status": "failed", "attempt": 1}]
26430	What Happens If Nasa'S Moon Mission Goes	What happens if NASA's moon mission goes wrong? The 5 worst-case scenarios for Artemis II, revealed - from a fireball on the launchpad to a medical crisis 250,000 miles away from Earth	2026-01-31 08:44:55.912449+00	2026-01-31 08:45:36.364201+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 08:45:25.08928+00	2026-01-31 08:45:36.014354+00	FALSE		[{"at": "2026-01-31T08:45:25.089280", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:45:36.014354", "reason": "no_content", "status": "failed", "attempt": 1}]
26429	Djokovic And Alcaraz Have Shots At Tennis	Djokovic and Alcaraz have shots at tennis history in the Australian Open final	2026-01-31 08:44:54.381513+00	2026-02-01 07:15:25.090244+00		active	3	750	published	duplicate	Duplicate detected: duplicate_title	2	2026-01-31 08:44:57.849054+00	2026-02-01 07:15:24.738561+00	TRUE	2.0	[{"at": "2026-01-31T08:44:57.849054", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:45:24.388009", "reason": "duplicate", "status": "skipped", "attempt": 1}, {"at": "2026-02-01T07:14:57.401215", "reason": null, "status": "processing", "attempt": 2}, {"at": "2026-02-01T07:15:24.738561", "reason": null, "status": "published", "attempt": 2}]
26428	How One Election In Japan Could Upend	How one election in Japan could upend bond markets and global finance	2026-01-31 08:35:33.249663+00	2026-01-31 08:37:15.733065+00		active	1	750	published			1	2026-01-31 08:36:50.15446+00	2026-01-31 08:37:15.425991+00	FALSE		[{"at": "2026-01-31T08:36:50.154460", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:37:15.425991", "reason": null, "status": "published", "attempt": 1}]
26427	‘I Just Don’T Have A Good Feeling	‘I just don’t have a good feeling about this’: Top economist Claudia Sahm says the economy quietly shifted and everyone’s now looking at the wrong alarm	2026-01-31 08:35:32.795765+00	2026-01-31 08:36:40.125802+00		active	1	750	published			1	2026-01-31 08:36:07.85945+00	2026-01-31 08:36:39.761937+00	FALSE		[{"at": "2026-01-31T08:36:07.859450", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:36:39.761937", "reason": null, "status": "published", "attempt": 1}]
26426	Injured Pat Cummins Out Of Australia’S T20	Injured Pat Cummins out of Australia’s T20 World Cup squad	2026-01-31 08:35:32.332182+00	2026-01-31 08:36:07.775841+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 08:36:04.594629+00	2026-01-31 08:36:07.456625+00	FALSE		[{"at": "2026-01-31T08:36:04.594629", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:36:07.456625", "reason": "no_content", "status": "failed", "attempt": 1}]
26425	Epstein Files Live Updates: Elon Musk’S Island	Epstein files live updates: Elon Musk’s island invitation and Andrew’s nickname among new details revealed	2026-01-31 08:35:31.408487+00	2026-01-31 08:36:04.508222+00		active	1	750	skipped	duplicate	Duplicate detected: duplicate_title	1	2026-01-31 08:35:39.182982+00	2026-01-31 08:36:04.213205+00	FALSE		[{"at": "2026-01-31T08:35:39.182982", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:36:04.213205", "reason": "duplicate", "status": "skipped", "attempt": 1}]
26424	Six Children Among Dozen Killed In Gaza	Six children among dozen killed in Gaza after Israeli air strikes	2026-01-31 08:35:30.273308+00	2026-01-31 08:35:39.09798+00		active	1	750	failed	no_content	All 1 sources blocked or failed to fetch	1	2026-01-31 08:35:35.178508+00	2026-01-31 08:35:38.797487+00	FALSE		[{"at": "2026-01-31T08:35:35.178508", "reason": null, "status": "processing", "attempt": 1}, {"at": "2026-01-31T08:35:38.797487", "reason": "no_content", "status": "failed", "attempt": 1}]
